sample_id,path,label,label_name,class_dir,generator,split
31a30a3459fcd9bb,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0009.png,0,real,real_0009.png,,train
018c01d322beb643,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0001.png,1,synthetic,fake_0001.png,,train
55183746b7d77bad,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0000.png,1,synthetic,fake_0000.png,,test
ac1053e269f480fe,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0004.png,0,real,real_0004.png,,val
dc19d89f6b4edfaa,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0002.png,1,synthetic,fake_0002.png,,train
7cb153648720e859,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0011.png,1,synthetic,fake_0011.png,,train
d34c42bf4e0b9696,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0017.png,0,real,real_0017.png,,val
3c13e1d5ffdf9cfc,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0012.png,1,synthetic,fake_0012.png,,train
bb9ea795e8c5acf5,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0016.png,0,real,real_0016.png,,train
0049d75ccdddfff0,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0003.png,1,synthetic,fake_0003.png,,train
f5b03d3ee4b18708,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0013.png,0,real,real_0013.png,,train
6bc2b6cc1674db1e,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0021.png,0,real,real_0021.png,,train
ea38de52fbbf98eb,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0028.png,0,real,real_0028.png,,val
f51194c32672b62c,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0019.png,0,real,real_0019.png,,train
c064ccc1acf45386,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0024.png,1,synthetic,fake_0024.png,,test
ddcfa61ad83d8c68,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0010.png,1,synthetic,fake_0010.png,,val
60a10b66c89466dc,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0018.png,1,synthetic,fake_0018.png,,test
c5fb0d62880deb8b,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0009.png,1,synthetic,fake_0009.png,,train
0e70c830c1e90ac0,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0003.png,0,real,real_0003.png,,test
5f12d552596f3836,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0008.png,1,synthetic,fake_0008.png,,test
36c1f9e8fc416f8d,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0011.png,0,real,real_0011.png,,train
1e99f4eaddfef919,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0007.png,1,synthetic,fake_0007.png,,train
3b34cd5865c086c2,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0002.png,0,real,real_0002.png,,val
83dabe9b75274576,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0029.png,0,real,real_0029.png,,train
42abd5c0ed284c17,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0014.png,1,synthetic,fake_0014.png,,train
98055676f19e22c7,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0027.png,0,real,real_0027.png,,train
b5c0220323869d27,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0023.png,0,real,real_0023.png,,test
8a0790ef8afee6bd,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0001.png,0,real,real_0001.png,,train
5a3b24527ad5c8b0,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0006.png,0,real,real_0006.png,,train
b6518b28dfeff188,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0016.png,1,synthetic,fake_0016.png,,train
07198abc4f70ec1c,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0022.png,0,real,real_0022.png,,train
066060d331412053,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0007.png,0,real,real_0007.png,,test
c2c42d84f57759a4,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0012.png,0,real,real_0012.png,,train
d3a1158d7c0b6ea1,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0004.png,1,synthetic,fake_0004.png,,val
e4198fcafd202c7d,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0026.png,0,real,real_0026.png,,train
1eaa72a52798987e,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0025.png,0,real,real_0025.png,,train
99dd403e52018aeb,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0008.png,0,real,real_0008.png,,test
02a644ee58dbbde2,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0013.png,1,synthetic,fake_0013.png,,val
6cebe519072ed761,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0020.png,1,synthetic,fake_0020.png,,train
ba492d9229ad57ff,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0019.png,1,synthetic,fake_0019.png,,train
94df5df19b179dc5,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0022.png,1,synthetic,fake_0022.png,,val
e290a8927a7a4db2,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0017.png,1,synthetic,fake_0017.png,,train
9bef5af4f44a402c,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0000.png,0,real,real_0000.png,,test
43aeaf36fc596a83,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0015.png,1,synthetic,fake_0015.png,,train
89553b16d7f4d3cb,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0014.png,0,real,real_0014.png,,train
9d14265db6f14aa2,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0021.png,1,synthetic,fake_0021.png,,train
97bc714a62bfa65d,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0023.png,1,synthetic,fake_0023.png,,train
7d4ee527273482e0,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0026.png,1,synthetic,fake_0026.png,,train
bca5ef209a64ebd4,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0005.png,1,synthetic,fake_0005.png,,test
62d6e517605f43a0,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0005.png,0,real,real_0005.png,,train
cb5e034755fd9565,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0028.png,1,synthetic,fake_0028.png,,val
474d02225a8b9e17,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0025.png,1,synthetic,fake_0025.png,,test
0a6f3501cdcac481,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\fake\fake_0027.png,1,synthetic,fake_0027.png,,train
2617e8046a96c5a1,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0024.png,0,real,real_0024.png,,val
c847df0ea094babd,C:\Users\Admin\Downloads\Internal hackathon\signalscope\data\debug_dataset\real\real_0020.png,0,real,real_0020.png,,test
